SPCD,species,accepted_bin
8430,Rapanea myricifolia,Rapanea myricifolia
8431,Rauvolfia vomitoria,Rauvolfia vomitoria
8432,Rauvolfia insularis,Rauvolfia insularis
8433,Rauvolfia nitida,Rauvolfia nitida
8434,Rauvolfia sandwicensis,Rauvolfia sandwicensis
8435,Rauvolfia,NA
8436,Ravenala madagascariensis,Ravenala madagascariensis
8437,Quercus cerris,Quercus cerris
8438,Quercus fusiformis,Quercus fusiformis
8439,Ravenia urbanii,Ravenia urbanii
8440,Reynoldsia lanutoensis,NA
8441,Quercus geminata,Quercus geminata
8442,Reynoldsia sandwicensis,Polyscias sandwicensis
8443,Reynoldsia,NA
8444,Reynosia guama,Reynosia guama
8445,Reynosia krugii,Reynosia krugii
8447,Reynosia uncinata,Reynosia uncinata
8449,Quercus hemisphaerica,Quercus hemisphaerica
8450,Quercus ilex,Quercus ilex
8453,Quercus pungens,Quercus pungens
8455,Quercus tardifolia,NA
8456,Rheedia edulis,Garcinia intermedia
8457,Quercus toumeyi,Quercus toumeyi
8458,Rhizophora apiculata,Rhizophora apiculata
8459,Quercus turbinella,Quercus turbinella
8460,Rhizophora lamarckii,NA
8461,Quercus vaseyana,Quercus vaseyana
8462,Rhizophora mucronata,Rhizophora mucronata
8463,Rhizophora,NA
8464,Rhizophora stylosa,Rhizophora stylosa
8465,Rhodomyrtus,NA
8466,Rhodomyrtus tomentosa,Rhodomyrtus tomentosa
8467,Rhus sandwicensis,Rhus sandwicensis
8468,Rhus,NA
8469,Rhus taitensis,Rhus taitensis
8470,Rhus lancea,Searsia lancea
8471,Rhododendron catawbiense,Rhododendron catawbiense
8472,Ricinus communis,Ricinus communis
8473,Ricinus,NA
8474,Rinorea carolinensis,NA
8475,Rhus copallinum,Rhus copallinum
8476,Rochefortia acanthophora,Rochefortia acanthophora
8477,Rhus glabra,Rhus glabra
8478,Rochefortia spinosa,Rochefortia spinosa
8479,Rhus lanceolata,Rhus lanceolata
8480,Rollinia deliciosa,Rollinia mucosa
8481,Rollinia mucosa,Rollinia mucosa
8483,Rondeletia inermis,Rondeletia inermis
8484,Rondeletia pilosa,Rondeletia pilosa
8485,Rondeletia portoricensis,Rondeletia portoricensis
8486,Robinia hispida,Robinia hispida
8487,Quercus sinuata,Quercus sinuata
8489,Roystonea borinquena,Roystonea borinquena
8490,Roystonea elata,Roystonea regia
8491,Roystonea oleracea,Roystonea oleracea
8492,Quercus robusta,NA
8494,Sabal causiarum,Sabal causiarum
8495,Sabal minor,Sabal minor
8499,Sagraea umbrosa,NA
8501,Salix humboldtiana,Salix humboldtiana
8502,Salix discolor,Salix discolor
8503,Samadera indica,Quassia indica
8504,Salix lasiolepis,Salix lasiolepis
8505,Samanea saman,Albizia saman
8506,Samanea,NA
8508,Salix gooddingii,Salix gooddingii
8509,Sambucus nigra,Sambucus nigra
8510,Sambucus,NA
8511,Quercus gravesii,Quercus gravesii
8512,Quercus polymorpha,Quercus polymorpha
8513,Quercus buckleyi,Quercus buckleyi
8514,Quercus laceyi,Quercus laceyi
8515,Sandoricum koetjape,Sandoricum koetjape
8516,Santalum ellipticum,Santalum ellipticum
8517,Santalum freycinetianum,Santalum freycinetianum
8518,Santalum album,Santalum album
8519,Salix lutea,Salix lutea
8521,Santalum haleakalae,Santalum haleakalae
8522,Santalum paniculatum,Santalum paniculatum
8523,Salix planifolia,Salix planifolia
8524,Salix sericea,Salix sericea
8525,Santalum salicifolium,Santalum salicifolium
8526,Santalum,NA
8527,Sambucus nigra,Sambucus nigra
8528,Sapindus oahuense,Sapindus oahuensis
8529,Sapindus saponaria,Sapindus saponaria
8531,Sapindus,NA
8532,Sapindus vitiensis,Sapindus vitiensis
8533,Sapium glandulosum,Sapium glandulosum
8534,Sapium indicum,Shirakiopsis indica
8535,Sapium laurifolium,Sapium laurifolium
8536,Sapium laurocerasus,Sapium laurocerasus
8544,Sarcopygme pacifica,Sarcopygme pacifica
8546,Savia sessiliflora,Savia sessiliflora
8548,Scaevola cerasifolia,NA
8549,Scaevola chamissoniana,Scaevola chamissoniana
8550,Scaevola gaudichaudiana,Scaevola gaudichaudiana
8551,Scaevola procera,Scaevola procera
8552,Scaevola,NA
8553,Schefflera kraemeri,Schefflera kraemeri
8554,Schaefferia frutescens,Schaefferia frutescens
8555,Schaefferia,NA
8556,Samyda dodecandra,Samyda dodecandra
8557,Schefflera gleasonii,Schefflera gleasonii
8558,Schefflera morototonii,NA
8559,Schefflera samoensis,Schefflera samoensis
8560,Scaevola taccada,NA
8561,Schinus molle,Schinus molle
8563,Schinus terebinthifolius,Schinus terebinthifolia
8565,Schizolobium parahybum,Schizolobium parahyba
8567,Schleichera oleosa,Schleichera oleosa
8571,Schoepfia arenaria,Schoepfia arenaria
8572,Schoepfia obovata,Schoepfia obovata
8573,Schoepfia schreberi,Schoepfia schreberi
8577,Scyphiphora hydrophyllacea,Scyphiphora hydrophylacea
8583,Securinega flexuosa,Flueggea flexuosa
8585,Semecarpus kraemeri,Semecarpus kraemeri
8586,Semecarpus venenosa,Semecarpus venenosa
8588,Senna alata,Senna alata
8589,Senna atomaria,Senna atomaria
8590,Senna gaudichaudii,Senna gaudichaudii
8591,Senna multijuga,Senna multijuga
8592,Senna pendula,Senna pendula
8594,Senna polyphylla,Senna polyphylla
8595,Senna septemtrionalis,Senna septemtrionalis
8596,Senna siamea,Senna siamea
8597,Senna spectabilis,Senna spectabilis
8598,Senna,NA
8599,Senna sulfurea,Senna sulfurea
8600,Senna surattensis,Senna surattensis
8601,Serianthes kanehirae,NA
8603,Serianthes nelsonii,Serianthes nelsonii
8605,Sesbania grandiflora,Sesbania grandiflora
8606,Sesbania sesban,Sesbania sesban
8607,Sesbania,NA
8608,Shirakiopsis indica,Shirakiopsis indica
8609,Sida fallax,Sida fallax
8610,Sida,NA
8611,Sideroxylon cubense,Sideroxylon cubense
8612,Sideroxylon celastrinum,Sideroxylon celastrinum
8613,Sideroxylon obovatum,Sideroxylon obovatum
8614,Sideroxylon portoricense,Sideroxylon portoricense
8615,Sideroxylon lycioides,Sideroxylon lycioides
8616,Sideroxylon tenax,Sideroxylon tenax
8617,Simarouba,NA
8618,Sideroxylon laetevirens,Planchonella laetevirens
8619,Simarouba tulae,Simarouba tulae
8620,Siphoneugena densiflora,Siphoneugena densiflora
8621,Sideroxylon persimile,Sideroxylon persimile
8622,Sloanea,NA
8623,Sloanea amygdalina,Sloanea amygdalina
8624,Sloanea berteriana,Sloanea berteroana
8626,Solanum bahamense,Solanum bahamense
8627,Solanum donianum,Solanum donianum
8628,Solanum americanum,NA
8629,Solanum erianthum,Solanum erianthum
8631,Solanum mauritianum,Solanum mauritianum
8632,Solanum nudum,Solanum nudum
8633,Solanum polygamum,Solanum polygamum
8634,Solanum rugosum,Solanum rugosum
8635,Solanum,NA
8636,Solanum torvum,Solanum torvum
8639,Sonneratia alba,Sonneratia alba
8641,Sophora chrysophylla,Sophora chrysophylla
8642,Sophora,NA
8643,Sophora tomentosa,Sophora tomentosa
8644,Spathodea campanulata,Spathodea campanulata
8645,Spathodea,NA
8646,Spiraeanthemum samoense,Spiraeanthemum samoense
8647,Styphnolobium japonicum,Styphnolobium japonicum
8648,Sophora secundiflora,Dermatophyllum secundiflorum
8649,Spondias dulcis,Spondias dulcis
8650,Spondias mombin,Spondias mombin
8651,Cordia boissieri,Cordia boissieri
8652,Spondias purpurea,Spondias purpurea
8653,Spondias,NA
8654,Stahlia monosperma,Stahlia monosperma
8655,Stemonurus ammui,Stemonurus ammui
8656,Spondias pinnata,Spondias pinnata
8657,Sorbaria,NA
8658,Sorbus scopulina,Sorbus scopulina
8659,Sorbus sitchensis,Sorbus sitchensis
8660,Soulamea amara,Soulamea amara
8664,Sterculia apetala,Sterculia apetala
8665,Sterculia fanaiho,Sterculia fanaiho
8666,Sterculia foetida,Sterculia foetida
8667,Sterculia palauensis,Sterculia palauensis
8668,Stewartia malacodendron,Stewartia malacodendron
8669,Streblus anthropophagorum,Streblus anthropophagorum
8670,Streblus pendulinus,Streblus pendulina
8671,Streblus,NA
8672,Stewartia ovata,Stewartia ovata
8673,Styrax americanus,Styrax americanus
8674,Styrax portoricensis,Styrax portoricensis
8675,Stewartia koreana,Stewartia pseudocamellia
8676,Suriana maritima,Suriana maritima
8678,Swietenia,NA
8679,Swietenia macrophylla,Swietenia macrophylla
8683,Symplocos lanata,Symplocos lanata
8684,Symplocos martinicensis,Symplocos martinicensis
8685,Symplocos micrantha,Symplocos micrantha
8686,Syagrus romanzoffiana,Syagrus romanzoffiana
8687,Symplocos racemosa,Symplocos racemosa
8689,Syncarpia glomulifera,Syncarpia glomulifera
8690,Syncarpia,NA
8691,Synsepalum dulcificum,Synsepalum dulcificum
8693,Syringa vulgaris,Syringa vulgaris
8694,Syzygium aqueum,Syzygium aqueum
8695,Syzygium brevifolium,Syzygium brevifolium
8696,Syzygium carolinense,Syzygium carolinense
8697,Syzygium clusiifolium,Syzygium clusiifolium
8698,Syzygium grande,Syzygium grande
8699,Syzygium dealatum,Syzygium dealbatum
8700,Syzygium inophylloides,Syzygium inophylloides
8701,Syzygium jambos,Syzygium jambos
8702,Syzygium malaccense,Syzygium malaccense
8703,Syzygium richii,Syzygium richii
8704,Syzygium samarangense,Syzygium samarangense
8705,Syzygium samoense,Syzygium samoense
8706,Syzygium sandwicense,Syzygium sandwicense
8707,Syzygium paniculatum,Syzygium paniculatum
8708,Syzygium,NA
8709,Tabebuia chrysantha,Handroanthus chrysanthus
8710,Tabebuia donnell-smithii,Roseodendron donnell-smithii
8712,Tabebuia haemantha,Tabebuia haemantha
8713,Tabebuia heterophylla,Tabebuia heterophylla
8714,Tabebuia pallida,Tabebuia pallida
8715,Tabebuia rigida,Tabebuia rigida
8716,Tabebuia rosea,Tabebuia rosea
8717,Tabebuia schumanniana,Tabebuia schumanniana
8718,Tabebuia,NA
8719,Tabernaemontana aurantiaca,Tabernaemontana aurantiaca
8720,Tabernaemontana citrifolia,Tabernaemontana citrifolia
8722,Tabernaemontana pandacaqui,Tabernaemontana pandacaqui
8723,Tabernaemontana rotensis,Tabernaemontana pandacaqui
8727,Tamarix aphylla,Tamarix aphylla
8728,Tamarix chinensis,Tamarix chinensis
8729,Tamarix ramosissima,Tamarix ramosissima
8737,Tarenna sambucina,Tarenna sambucina
8738,Taxus baccata,Taxus baccata
8739,Taxus cuspidata,Taxus cuspidata
8741,Tecoma castanifolia,Tecoma castanifolia
8743,Tecoma stans,Tecoma stans
8744,Tectona grandis,Tectona grandis
8745,Tectona,NA
8748,Terminalia,NA
8749,Terminalia carolinensis,Terminalia carolinensis
8750,Terminalia catappa,Terminalia catappa
8751,Terminalia crassipes,Terminalia crassipes
8752,Terminalia edulis,Terminalia microcarpa
8753,Terminalia litoralis,Terminalia litoralis
8754,Terminalia ivorensis,Terminalia ivorensis
8755,Terminalia kaernbachii,Terminalia kaernbacchii
8756,Terminalia myriocarpa,Terminalia myriocarpa
8757,Terminalia oblonga,Terminalia oblonga
8758,Terminalia richii,Terminalia richii
8759,Terminalia samoensis,Terminalia samoensis
8761,Terminalia superba,Terminalia superba
8762,Ternstroemia heptasepala,Ternstroemia heptasepala
8763,Ternstroemia luquillensis,Ternstroemia luquillensis
8764,Ternstroemia peduncularis,Ternstroemia tepezapote
8766,Ternstroemia stahlii,Ternstroemia stahlii
8767,Ternstroemia subsessilis,Ternstroemia subsessilis
8768,Tetragastris balsamifera,Tetragastris balsamifera
8770,Tetraplasandra flynnii,Polyscias flynnii
8771,Tetraplasandra gymnocarpa,Polyscias gymnocarpa
8772,Tetraplasandra hawaiensis,Polyscias hawaiensis
8773,Tetraplasandra kavaiensis,Polyscias kavaiensis
8774,Tetraplasandra oahuensis,Polyscias oahuensis
8775,Tetraplasandra,NA
8776,Tetraplasandra waialealae,Polyscias waialealae
8777,Tetraplasandra waimeae,Polyscias waimeae
8778,Tetrazygia angustifolia,Tetrazygia angustifolia
8779,Tetrazygia bicolor,Tetrazygia bicolor
8780,Tetrazygia biflora,Tetrazygia biflora
8781,Tetrazygia elaeagnoides,Miconia elaeagnoides
8783,Tetrazygia urbanii,Tetrazygia urbanii
8784,Theobroma cacao,Theobroma cacao
8786,Thespesia grandiflora,Thespesia grandiflora
8787,Thespesia populnea,Thespesia populnea
8788,Thespesia,NA
8789,Thevetia peruviana,Cascabela thevetia
8793,Thouinia striata,Thouinia striata
8794,Thouinia striata,Thouinia striata
8799,Timonius albus,Timonius albus
8800,Timonius ledermanii,Timonius ledermannii
8801,Timonius ponapensis,NA
8803,Tibouchina granulosa,Pleroma granulosum
8804,Tibouchina,NA
8805,Tibouchina urvilleana,NA
8806,Timonius corymbosus,Timonius corymbosus
8807,Timonius mollis,Timonius mollis
8808,Timonius,NA
8809,Timonius subauritus,Timonius subauritus
8810,Timonius timon,Timonius timon
8811,Toona,NA
8812,Toona ciliata,Toona ciliata
8813,Tilia cordata,Tilia cordata
8814,Tilia tomentosa,Tilia tomentosa
8815,Tipuana tipu,Tipuana tipu
8816,Torralbasia cuneifolia,Torralbasia cuneifolia
8821,Trachycarpus fortunei,Trachycarpus fortunei
8822,Touchardia latifolia,Touchardia latifolia
8823,Touchardia,NA
8824,Tournefortia argentea,Heliotropium argyreum
8825,Tournefortia filiflora,Tournefortia filiflora
8826,Tournefortia,NA
8827,Trema cannabina,Trema cannabina
8828,Trema lamarckianum,Trema lamarckiana
8829,Trema micranthum,Trema micrantha
8830,Toxicodendron vernix,Toxicodendron vernix
8831,Trema orientalis,Trema orientalis
8832,Trema,NA
8833,Trichilia hirta,Trichilia hirta
8834,Trichilia pallida,Trichilia pallida
8836,Trichilia triacantha,Trichilia triacantha
8837,Trichospermum ikutai,Trichospermum ikutae
8838,Trichospermum ledermannii,NA
8839,Trichospermum richii,Trichospermum richii
8842,Triphasia trifolia,Triphasia trifolia
8843,Triplaris,NA
8844,Triplaris cumingiana,Triplaris cumingiana
8846,Tristiropsis obtusangula,Tristiropsis acutangula
8848,Trophis racemosa,Trophis racemosa
8849,Trukia carolinensis,Atractocarpus carolinensis
8850,Turpinia occidentalis,Turpinia occidentalis
8851,Ulmus parvifolia,Ulmus parvifolia
8852,Ulmus procera,Ulmus minor
8853,Urera baccifera,Urera baccifera
8854,Urera caracasana,Urera caracasana
8855,Urera chlorocarpa,Urera chlorocarpa
8856,Urera glabra,Urera glabra
8857,Urera kaalae,Urera kaalae
8858,Urera,NA
8859,Ungnadia speciosa,Ungnadia speciosa
8860,Vaccinium arboreum,Vaccinium arboreum
8861,Vangueria madagascariensis,Vangueria madagascariensis
8862,Ulmus davidiana,Ulmus davidiana
8863,Vavaea pauciflora,Vavaea pauciflora
8866,Veitchia merrillii,Adonidia merrillii
8868,Sterculia ponapensis,Sterculia ponapensis
8869,Vernicia montana,Vernicia montana
8870,Vernicia,NA
8871,Vitex agnus-castus,Vitex agnus-castus
8872,Vitex cofassus,Vitex cofassus
8873,Vitex divaricata,Vitex divaricata
8874,Vitex parviflora,Vitex parviflora
8875,Vitex,NA
8876,Vitex trifolia,Vitex trifolia
8877,Viburnum lentago,Viburnum lentago
8878,Viburnum prunifolium,Viburnum prunifolium
8879,Viburnum rufidulum,Viburnum rufidulum
8880,Viburnum sieboldii,NA
8881,Wallenia lamarckiana,Wallenia lamarckiana
8883,Washingtonia filifera,Washingtonia filifera
8884,Wedelia biflora,NA
8885,Washingtonia robusta,Washingtonia robusta
8886,Weinmannia affinis,Weinmannia affinis
8887,Weinmannia pinnata,Weinmannia pinnata
8889,Wikstroemia bicornuta,Wikstroemia bicornuta
8890,Wikstroemia furcata,Wikstroemia furcata
8891,Wikstroemia monticola,Wikstroemia monticola
8892,Wikstroemia oahuensis,Wikstroemia oahuensis
8895,Wikstroemia phillyreifolia,Wikstroemia phillyreifolia
8896,Wikstroemia pulcherrima,Wikstroemia pulcherrima
8897,Wikstroemia sandwicensis,Wikstroemia sandwicensis
8898,Wikstroemia skottsbergiana,Wikstroemia skottsbergiana
8899,Wikstroemia,NA
8900,Wikstroemia villosa,Wikstroemia villosa
8901,Ximenia americana,Ximenia americana
8902,Xylosma congestum,Croton congestus
8903,Xylocarpus granatum,Xylocarpus granatum
8904,Xylocarpus moluccensis,Xylocarpus moluccensis
8905,Xylocarpus,NA
8906,Xylosma buxifolia,Xylosma buxifolia
8907,Xylosma crenata,Xylosma crenata
8908,Xylosma hawaiiensis,Xylosma hawaiensis
8909,Xylosma nelsonii,NA
8910,Xylosma pachyphylla,Xylosma pachyphylla
8911,Xylosma samoensis,NA
8912,Xylosma schaefferioides,Xylosma schaefferioides
8913,Xylosma schwaneckeana,Xylosma schwaneckeana
8914,Xylococcus bicolor,NA
8915,Xylosma,NA
8916,Yucca aloifolia,Yucca aloifolia
8917,Yucca faxoniana,Yucca faxoniana
8918,Yucca gloriosa,Yucca gloriosa
8919,Yucca guatemalensis,Yucca gigantea
8923,Zanthoxylum bifoliolatum,Zanthoxylum bifoliolatum
8924,Zanthoxylum caribaeum,Zanthoxylum caribaeum
8925,Zanthoxylum dipetalum,Zanthoxylum dipetalum
8928,Zanthoxylum flavum,Zanthoxylum flavum
8929,Zanthoxylum hawaiiense,Zanthoxylum hawaiiense
8930,Zanthoxylum kauaense,Zanthoxylum kauaense
8931,Zanthoxylum martinicense,Zanthoxylum martinicense
8932,Zanthoxylum monophyllum,Zanthoxylum schreberi
8933,Zanthoxylum oahuense,Zanthoxylum oahuense
8934,Zanthoxylum punctatum,Zanthoxylum punctatum
8935,Zanthoxylum spinifex,Zanthoxylum tragodes
8936,Zanthoxylum,NA
8937,Zanthoxylum thomasianum,Zanthoxylum thomasianum
8938,Zapoteca portoricensis,NA
8939,Ziziphus mauritiana,Ziziphus jujuba
8940,Ziziphus reticulata,Sarcomphalus reticulatus
8941,Ziziphus rignonii,Sarcomphalus domingensis
8942,Zanthoxylum americanum,Zanthoxylum americanum
8943,Ziziphus taylorii,Ziziphus taylorii
8944,Zanthoxylum clava-herculis,Zanthoxylum clava-herculis
8947,Ziziphus zizyphus,Ziziphus jujuba
